channel,symbol,date,side
candle,BTC,2026-05-10,canonical
candle,BTC,2026-05-11,canonical
candle,BTC,2026-05-12,canonical
candle,BTC,2026-05-13,canonical
candle,BTC,2026-05-14,canonical
candle,CHIP,2026-04-30,canonical
candle,CHIP,2026-05-01,canonical
candle,CHIP,2026-05-02,canonical
candle,CHIP,2026-05-03,canonical
candle,CHIP,2026-05-04,canonical
candle,CHIP,2026-05-05,canonical
candle,CHIP,2026-05-06,canonical
candle,CHIP,2026-05-07,canonical
candle,CHIP,2026-05-08,canonical
candle,CHIP,2026-05-09,canonical
candle,CHIP,2026-05-10,canonical
candle,CHIP,2026-05-11,canonical
candle,CHIP,2026-05-12,canonical
candle,CHIP,2026-05-13,canonical
candle,CHIP,2026-05-14,canonical
candle,CL,2026-04-30,canonical
candle,CL,2026-05-01,canonical
candle,CL,2026-05-02,canonical
candle,CL,2026-05-03,canonical
candle,CL,2026-05-04,canonical
candle,CL,2026-05-05,canonical
candle,CL,2026-05-06,canonical
candle,CL,2026-05-07,canonical
candle,CL,2026-05-08,canonical
candle,CL,2026-05-09,canonical
candle,CL,2026-05-10,canonical
candle,CL,2026-05-11,canonical
candle,CL,2026-05-12,canonical
candle,CL,2026-05-13,canonical
candle,CL,2026-05-14,canonical
candle,COPPER,2026-04-30,canonical
candle,COPPER,2026-05-01,canonical
candle,COPPER,2026-05-02,canonical
candle,COPPER,2026-05-03,canonical
candle,COPPER,2026-05-04,canonical
candle,COPPER,2026-05-05,canonical
candle,COPPER,2026-05-06,canonical
candle,COPPER,2026-05-07,canonical
candle,COPPER,2026-05-08,canonical
candle,COPPER,2026-05-09,canonical
candle,COPPER,2026-05-10,canonical
candle,COPPER,2026-05-11,canonical
candle,COPPER,2026-05-12,canonical
candle,COPPER,2026-05-13,canonical
candle,COPPER,2026-05-14,canonical
candle,CRCL,2026-04-30,canonical
candle,CRCL,2026-05-01,canonical
candle,CRCL,2026-05-02,canonical
candle,CRCL,2026-05-03,canonical
candle,CRCL,2026-05-04,canonical
candle,CRCL,2026-05-05,canonical
candle,CRCL,2026-05-06,canonical
candle,CRCL,2026-05-07,canonical
candle,CRCL,2026-05-08,canonical
candle,CRCL,2026-05-09,canonical
candle,CRCL,2026-05-10,canonical
candle,CRCL,2026-05-11,canonical
candle,CRCL,2026-05-12,canonical
candle,CRCL,2026-05-13,canonical
candle,CRCL,2026-05-14,canonical
candle,CRV,2026-04-30,canonical
candle,CRV,2026-05-01,canonical
candle,CRV,2026-05-02,canonical
candle,CRV,2026-05-03,canonical
candle,CRV,2026-05-04,canonical
candle,CRV,2026-05-05,canonical
candle,CRV,2026-05-06,canonical
candle,CRV,2026-05-07,canonical
candle,CRV,2026-05-08,canonical
candle,CRV,2026-05-09,canonical
candle,CRV,2026-05-10,canonical
candle,CRV,2026-05-11,canonical
candle,CRV,2026-05-12,canonical
candle,CRV,2026-05-13,canonical
candle,CRV,2026-05-14,canonical
candle,DOGE,2026-04-30,canonical
candle,DOGE,2026-05-01,canonical
candle,DOGE,2026-05-02,canonical
candle,DOGE,2026-05-03,canonical
candle,DOGE,2026-05-04,canonical
candle,DOGE,2026-05-05,canonical
candle,DOGE,2026-05-06,canonical
candle,DOGE,2026-05-07,canonical
candle,DOGE,2026-05-08,canonical
candle,DOGE,2026-05-09,canonical
candle,DOGE,2026-05-10,canonical
candle,DOGE,2026-05-11,canonical
candle,DOGE,2026-05-12,canonical
candle,DOGE,2026-05-13,canonical
candle,DOGE,2026-05-14,canonical
candle,ENA,2026-04-30,canonical
candle,ENA,2026-05-01,canonical
candle,ENA,2026-05-02,canonical
candle,ENA,2026-05-03,canonical
candle,ENA,2026-05-04,canonical
candle,ENA,2026-05-05,canonical
candle,ENA,2026-05-06,canonical
candle,ENA,2026-05-07,canonical
candle,ENA,2026-05-08,canonical
candle,ENA,2026-05-09,canonical
candle,ENA,2026-05-10,canonical
candle,ENA,2026-05-11,canonical
candle,ENA,2026-05-12,canonical
candle,ENA,2026-05-13,canonical
candle,ENA,2026-05-14,canonical
candle,ETH,2026-04-30,canonical
candle,ETH,2026-05-01,canonical
candle,ETH,2026-05-02,canonical
candle,ETH,2026-05-03,canonical
candle,ETH,2026-05-04,canonical
candle,ETH,2026-05-05,canonical
candle,ETH,2026-05-06,canonical
candle,ETH,2026-05-07,canonical
candle,ETH,2026-05-08,canonical
candle,ETH,2026-05-09,canonical
candle,ETH,2026-05-10,canonical
candle,ETH,2026-05-11,canonical
candle,ETH,2026-05-12,canonical
candle,ETH,2026-05-13,canonical
candle,ETH,2026-05-14,canonical
candle,EURUSD,2026-04-30,canonical
candle,EURUSD,2026-05-01,canonical
candle,EURUSD,2026-05-02,canonical
candle,EURUSD,2026-05-03,canonical
candle,EURUSD,2026-05-04,canonical
candle,EURUSD,2026-05-05,canonical
candle,EURUSD,2026-05-06,canonical
candle,EURUSD,2026-05-07,canonical
candle,EURUSD,2026-05-08,canonical
candle,EURUSD,2026-05-09,canonical
candle,EURUSD,2026-05-10,canonical
candle,EURUSD,2026-05-11,canonical
candle,EURUSD,2026-05-12,canonical
candle,EURUSD,2026-05-13,canonical
candle,EURUSD,2026-05-14,canonical
candle,FARTCOIN,2026-04-30,canonical
candle,FARTCOIN,2026-05-01,canonical
candle,FARTCOIN,2026-05-02,canonical
candle,FARTCOIN,2026-05-03,canonical
candle,FARTCOIN,2026-05-04,canonical
candle,FARTCOIN,2026-05-05,canonical
candle,FARTCOIN,2026-05-06,canonical
candle,FARTCOIN,2026-05-07,canonical
candle,FARTCOIN,2026-05-08,canonical
candle,FARTCOIN,2026-05-09,canonical
candle,FARTCOIN,2026-05-10,canonical
candle,FARTCOIN,2026-05-11,canonical
candle,FARTCOIN,2026-05-12,canonical
candle,FARTCOIN,2026-05-13,canonical
candle,FARTCOIN,2026-05-14,canonical
candle,GOOGL,2026-04-30,canonical
candle,GOOGL,2026-05-01,canonical
candle,GOOGL,2026-05-02,canonical
candle,GOOGL,2026-05-03,canonical
candle,GOOGL,2026-05-04,canonical
candle,GOOGL,2026-05-05,canonical
candle,GOOGL,2026-05-06,canonical
candle,GOOGL,2026-05-07,canonical
candle,GOOGL,2026-05-08,canonical
candle,GOOGL,2026-05-09,canonical
candle,GOOGL,2026-05-10,canonical
candle,GOOGL,2026-05-11,canonical
candle,GOOGL,2026-05-12,canonical
candle,GOOGL,2026-05-13,canonical
candle,GOOGL,2026-05-14,canonical
candle,HOOD,2026-04-30,canonical
candle,HOOD,2026-05-01,canonical
candle,HOOD,2026-05-02,canonical
candle,HOOD,2026-05-03,canonical
candle,HOOD,2026-05-04,canonical
candle,HOOD,2026-05-05,canonical
candle,HOOD,2026-05-06,canonical
candle,HOOD,2026-05-07,canonical
candle,HOOD,2026-05-08,canonical
candle,HOOD,2026-05-09,canonical
candle,HOOD,2026-05-10,canonical
candle,HOOD,2026-05-11,canonical
candle,HOOD,2026-05-12,canonical
candle,HOOD,2026-05-13,canonical
candle,HOOD,2026-05-14,canonical
candle,HYPE,2026-04-30,canonical
candle,HYPE,2026-05-01,canonical
candle,HYPE,2026-05-02,canonical
candle,HYPE,2026-05-03,canonical
candle,HYPE,2026-05-04,canonical
candle,HYPE,2026-05-05,canonical
candle,HYPE,2026-05-06,canonical
candle,HYPE,2026-05-07,canonical
candle,HYPE,2026-05-08,canonical
candle,HYPE,2026-05-09,canonical
candle,HYPE,2026-05-10,canonical
candle,HYPE,2026-05-11,canonical
candle,HYPE,2026-05-12,canonical
candle,HYPE,2026-05-13,canonical
candle,HYPE,2026-05-14,canonical
candle,ICP,2026-04-30,canonical
candle,ICP,2026-05-01,canonical
candle,ICP,2026-05-02,canonical
candle,ICP,2026-05-03,canonical
candle,ICP,2026-05-04,canonical
candle,ICP,2026-05-05,canonical
candle,ICP,2026-05-06,canonical
candle,ICP,2026-05-07,canonical
candle,ICP,2026-05-08,canonical
candle,ICP,2026-05-09,canonical
candle,ICP,2026-05-10,canonical
candle,ICP,2026-05-11,canonical
candle,ICP,2026-05-12,canonical
candle,ICP,2026-05-13,canonical
candle,ICP,2026-05-14,canonical
candle,JUP,2026-04-30,canonical
candle,JUP,2026-05-01,canonical
candle,JUP,2026-05-02,canonical
candle,JUP,2026-05-03,canonical
candle,JUP,2026-05-04,canonical
candle,JUP,2026-05-05,canonical
candle,JUP,2026-05-06,canonical
candle,JUP,2026-05-07,canonical
candle,JUP,2026-05-08,canonical
candle,JUP,2026-05-09,canonical
candle,JUP,2026-05-10,canonical
candle,JUP,2026-05-11,canonical
candle,JUP,2026-05-12,canonical
candle,JUP,2026-05-13,canonical
candle,JUP,2026-05-14,canonical
candle,LDO,2026-04-30,canonical
candle,LDO,2026-05-01,canonical
candle,LDO,2026-05-02,canonical
candle,LDO,2026-05-03,canonical
candle,LDO,2026-05-04,canonical
candle,LDO,2026-05-05,canonical
candle,LDO,2026-05-06,canonical
candle,LDO,2026-05-07,canonical
candle,LDO,2026-05-08,canonical
candle,LDO,2026-05-09,canonical
candle,LDO,2026-05-10,canonical
candle,LDO,2026-05-11,canonical
candle,LDO,2026-05-12,canonical
candle,LDO,2026-05-13,canonical
candle,LDO,2026-05-14,canonical
candle,LINK,2026-04-30,canonical
candle,LINK,2026-05-01,canonical
candle,LINK,2026-05-02,canonical
candle,LINK,2026-05-03,canonical
candle,LINK,2026-05-04,canonical
candle,LINK,2026-05-05,canonical
candle,LINK,2026-05-06,canonical
candle,LINK,2026-05-07,canonical
candle,LINK,2026-05-08,canonical
candle,LINK,2026-05-09,canonical
candle,LINK,2026-05-10,canonical
candle,LINK,2026-05-11,canonical
candle,LINK,2026-05-12,canonical
candle,LINK,2026-05-13,canonical
candle,LINK,2026-05-14,canonical
candle,LIT,2026-04-30,canonical
candle,LIT,2026-05-01,canonical
candle,LIT,2026-05-02,canonical
candle,LIT,2026-05-03,canonical
candle,LIT,2026-05-04,canonical
candle,LIT,2026-05-05,canonical
candle,LIT,2026-05-06,canonical
candle,LIT,2026-05-07,canonical
candle,LIT,2026-05-08,canonical
candle,LIT,2026-05-09,canonical
candle,LIT,2026-05-10,canonical
candle,LIT,2026-05-11,canonical
candle,LIT,2026-05-12,canonical
candle,LIT,2026-05-13,canonical
candle,LIT,2026-05-14,canonical
candle,LTC,2026-04-30,canonical
candle,LTC,2026-05-01,canonical
candle,LTC,2026-05-02,canonical
candle,LTC,2026-05-03,canonical
candle,LTC,2026-05-04,canonical
candle,LTC,2026-05-05,canonical
candle,LTC,2026-05-06,canonical
candle,LTC,2026-05-07,canonical
candle,LTC,2026-05-08,canonical
candle,LTC,2026-05-09,canonical
candle,LTC,2026-05-10,canonical
candle,LTC,2026-05-11,canonical
candle,LTC,2026-05-12,canonical
candle,LTC,2026-05-13,canonical
candle,LTC,2026-05-14,canonical
candle,MEGA,2026-04-30,canonical
candle,MEGA,2026-05-01,canonical
candle,MEGA,2026-05-02,canonical
candle,MEGA,2026-05-03,canonical
candle,MEGA,2026-05-04,canonical
candle,MEGA,2026-05-05,canonical
candle,MEGA,2026-05-06,canonical
candle,MEGA,2026-05-07,canonical
candle,MEGA,2026-05-08,canonical
candle,MEGA,2026-05-09,canonical
candle,MEGA,2026-05-10,canonical
candle,MEGA,2026-05-11,canonical
candle,MEGA,2026-05-12,canonical
candle,MEGA,2026-05-13,canonical
candle,MEGA,2026-05-14,canonical
candle,MON,2026-04-30,canonical
candle,MON,2026-05-01,canonical
candle,MON,2026-05-02,canonical
candle,MON,2026-05-03,canonical
candle,MON,2026-05-04,canonical
candle,MON,2026-05-05,canonical
candle,MON,2026-05-06,canonical
candle,MON,2026-05-07,canonical
candle,MON,2026-05-08,canonical
candle,MON,2026-05-09,canonical
candle,MON,2026-05-10,canonical
candle,MON,2026-05-11,canonical
candle,MON,2026-05-12,canonical
candle,MON,2026-05-13,canonical
candle,MON,2026-05-14,canonical
candle,NATGAS,2026-04-30,canonical
candle,NATGAS,2026-05-01,canonical
candle,NATGAS,2026-05-02,canonical
candle,NATGAS,2026-05-03,canonical
candle,NATGAS,2026-05-04,canonical
candle,NATGAS,2026-05-05,canonical
candle,NATGAS,2026-05-06,canonical
candle,NATGAS,2026-05-07,canonical
candle,NATGAS,2026-05-08,canonical
candle,NATGAS,2026-05-09,canonical
candle,NATGAS,2026-05-10,canonical
candle,NATGAS,2026-05-11,canonical
candle,NATGAS,2026-05-12,canonical
candle,NATGAS,2026-05-13,canonical
candle,NATGAS,2026-05-14,canonical
candle,NEAR,2026-04-30,canonical
candle,NEAR,2026-05-01,canonical
candle,NEAR,2026-05-02,canonical
candle,NEAR,2026-05-03,canonical
candle,NEAR,2026-05-04,canonical
candle,NEAR,2026-05-05,canonical
candle,NEAR,2026-05-06,canonical
candle,NEAR,2026-05-07,canonical
candle,NEAR,2026-05-08,canonical
candle,NEAR,2026-05-09,canonical
candle,NEAR,2026-05-10,canonical
candle,NEAR,2026-05-11,canonical
candle,NEAR,2026-05-12,canonical
candle,NEAR,2026-05-13,canonical
candle,NEAR,2026-05-14,canonical
candle,NVDA,2026-04-30,canonical
candle,NVDA,2026-05-01,canonical
candle,NVDA,2026-05-02,canonical
candle,NVDA,2026-05-03,canonical
candle,NVDA,2026-05-04,canonical
candle,NVDA,2026-05-05,canonical
candle,NVDA,2026-05-06,canonical
candle,NVDA,2026-05-07,canonical
candle,NVDA,2026-05-08,canonical
candle,NVDA,2026-05-09,canonical
candle,NVDA,2026-05-10,canonical
candle,NVDA,2026-05-11,canonical
candle,NVDA,2026-05-12,canonical
candle,NVDA,2026-05-13,canonical
candle,NVDA,2026-05-14,canonical
candle,PAXG,2026-04-30,canonical
candle,PAXG,2026-05-01,canonical
candle,PAXG,2026-05-02,canonical
candle,PAXG,2026-05-03,canonical
candle,PAXG,2026-05-04,canonical
candle,PAXG,2026-05-05,canonical
candle,PAXG,2026-05-06,canonical
candle,PAXG,2026-05-07,canonical
candle,PAXG,2026-05-08,canonical
candle,PAXG,2026-05-09,canonical
candle,PAXG,2026-05-10,canonical
candle,PAXG,2026-05-11,canonical
candle,PAXG,2026-05-12,canonical
candle,PAXG,2026-05-13,canonical
candle,PAXG,2026-05-14,canonical
candle,PENGU,2026-04-30,canonical
candle,PENGU,2026-05-01,canonical
candle,PENGU,2026-05-02,canonical
candle,PENGU,2026-05-03,canonical
candle,PENGU,2026-05-04,canonical
candle,PENGU,2026-05-05,canonical
candle,PENGU,2026-05-06,canonical
candle,PENGU,2026-05-07,canonical
candle,PENGU,2026-05-08,canonical
candle,PENGU,2026-05-09,canonical
candle,PENGU,2026-05-10,canonical
candle,PENGU,2026-05-11,canonical
candle,PENGU,2026-05-12,canonical
candle,PENGU,2026-05-13,canonical
candle,PENGU,2026-05-14,canonical
candle,PIPPIN,2026-04-30,canonical
candle,PIPPIN,2026-05-01,canonical
candle,PIPPIN,2026-05-02,canonical
candle,PIPPIN,2026-05-03,canonical
candle,PIPPIN,2026-05-04,canonical
candle,PIPPIN,2026-05-05,canonical
candle,PIPPIN,2026-05-06,canonical
candle,PIPPIN,2026-05-07,canonical
candle,PIPPIN,2026-05-08,canonical
candle,PIPPIN,2026-05-09,canonical
candle,PIPPIN,2026-05-10,canonical
candle,PIPPIN,2026-05-11,canonical
candle,PIPPIN,2026-05-12,canonical
candle,PIPPIN,2026-05-13,canonical
candle,PIPPIN,2026-05-14,canonical
candle,PLATINUM,2026-04-30,canonical
candle,PLATINUM,2026-05-01,canonical
candle,PLATINUM,2026-05-02,canonical
candle,PLATINUM,2026-05-03,canonical
candle,PLATINUM,2026-05-04,canonical
candle,PLATINUM,2026-05-05,canonical
candle,PLATINUM,2026-05-06,canonical
candle,PLATINUM,2026-05-07,canonical
candle,PLATINUM,2026-05-08,canonical
candle,PLATINUM,2026-05-09,canonical
candle,PLATINUM,2026-05-10,canonical
candle,PLATINUM,2026-05-11,canonical
candle,PLATINUM,2026-05-12,canonical
candle,PLATINUM,2026-05-13,canonical
candle,PLATINUM,2026-05-14,canonical
candle,PLTR,2026-04-30,canonical
candle,PLTR,2026-05-01,canonical
candle,PLTR,2026-05-02,canonical
candle,PLTR,2026-05-03,canonical
candle,PLTR,2026-05-04,canonical
candle,PLTR,2026-05-05,canonical
candle,PLTR,2026-05-06,canonical
candle,PLTR,2026-05-07,canonical
candle,PLTR,2026-05-08,canonical
candle,PLTR,2026-05-09,canonical
candle,PLTR,2026-05-10,canonical
candle,PLTR,2026-05-11,canonical
candle,PLTR,2026-05-12,canonical
candle,PLTR,2026-05-13,canonical
candle,PLTR,2026-05-14,canonical
candle,PUMP,2026-04-30,canonical
candle,PUMP,2026-05-01,canonical
candle,PUMP,2026-05-02,canonical
candle,PUMP,2026-05-03,canonical
candle,PUMP,2026-05-04,canonical
candle,PUMP,2026-05-05,canonical
candle,PUMP,2026-05-06,canonical
candle,PUMP,2026-05-07,canonical
candle,PUMP,2026-05-08,canonical
candle,PUMP,2026-05-09,canonical
candle,PUMP,2026-05-10,canonical
candle,PUMP,2026-05-11,canonical
candle,PUMP,2026-05-12,canonical
candle,PUMP,2026-05-13,canonical
candle,PUMP,2026-05-14,canonical
candle,SOL,2026-04-30,canonical
candle,SOL,2026-05-01,canonical
candle,SOL,2026-05-02,canonical
candle,SOL,2026-05-03,canonical
candle,SOL,2026-05-04,canonical
candle,SOL,2026-05-05,canonical
candle,SOL,2026-05-06,canonical
candle,SOL,2026-05-07,canonical
candle,SOL,2026-05-08,canonical
candle,SOL,2026-05-09,canonical
candle,SOL,2026-05-10,canonical
candle,SOL,2026-05-11,canonical
candle,SOL,2026-05-12,canonical
candle,SOL,2026-05-13,canonical
candle,SOL,2026-05-14,canonical
candle,SOL-USDC,2026-04-30,canonical
candle,SOL-USDC,2026-05-01,canonical
candle,SOL-USDC,2026-05-02,canonical
candle,SOL-USDC,2026-05-03,canonical
candle,SOL-USDC,2026-05-04,canonical
candle,SOL-USDC,2026-05-05,canonical
candle,SOL-USDC,2026-05-06,canonical
candle,SOL-USDC,2026-05-07,canonical
candle,SOL-USDC,2026-05-08,canonical
candle,SOL-USDC,2026-05-09,canonical
candle,SOL-USDC,2026-05-10,canonical
candle,SOL-USDC,2026-05-11,canonical
candle,SOL-USDC,2026-05-12,canonical
candle,SOL-USDC,2026-05-13,canonical
candle,SOL-USDC,2026-05-14,canonical
candle,SP500,2026-04-30,canonical
candle,SP500,2026-05-01,canonical
candle,SP500,2026-05-02,canonical
candle,SP500,2026-05-03,canonical
candle,SP500,2026-05-04,canonical
candle,SP500,2026-05-05,canonical
candle,SP500,2026-05-06,canonical
candle,SP500,2026-05-07,canonical
candle,SP500,2026-05-08,canonical
candle,SP500,2026-05-09,canonical
candle,SP500,2026-05-10,canonical
candle,SP500,2026-05-11,canonical
candle,SP500,2026-05-12,canonical
candle,SP500,2026-05-13,canonical
candle,SP500,2026-05-14,canonical
candle,STRK,2026-04-30,canonical
candle,STRK,2026-05-01,canonical
candle,STRK,2026-05-02,canonical
candle,STRK,2026-05-03,canonical
candle,STRK,2026-05-04,canonical
candle,STRK,2026-05-05,canonical
candle,STRK,2026-05-06,canonical
candle,STRK,2026-05-07,canonical
candle,STRK,2026-05-08,canonical
candle,STRK,2026-05-09,canonical
candle,STRK,2026-05-10,canonical
candle,STRK,2026-05-11,canonical
candle,STRK,2026-05-12,canonical
candle,STRK,2026-05-13,canonical
candle,STRK,2026-05-14,canonical
candle,SUI,2026-04-30,canonical
candle,SUI,2026-05-01,canonical
candle,SUI,2026-05-02,canonical
candle,SUI,2026-05-03,canonical
candle,SUI,2026-05-04,canonical
candle,SUI,2026-05-05,canonical
candle,SUI,2026-05-06,canonical
candle,SUI,2026-05-07,canonical
candle,SUI,2026-05-08,canonical
candle,SUI,2026-05-09,canonical
candle,SUI,2026-05-10,canonical
candle,SUI,2026-05-11,canonical
candle,SUI,2026-05-12,canonical
candle,SUI,2026-05-13,canonical
candle,SUI,2026-05-14,canonical
candle,TAO,2026-04-30,canonical
candle,TAO,2026-05-01,canonical
candle,TAO,2026-05-02,canonical
candle,TAO,2026-05-03,canonical
candle,TAO,2026-05-04,canonical
candle,TAO,2026-05-05,canonical
candle,TAO,2026-05-06,canonical
candle,TAO,2026-05-07,canonical
candle,TAO,2026-05-08,canonical
candle,TAO,2026-05-09,canonical
candle,TAO,2026-05-10,canonical
candle,TAO,2026-05-11,canonical
candle,TAO,2026-05-12,canonical
candle,TAO,2026-05-13,canonical
candle,TAO,2026-05-14,canonical
candle,TRUMP,2026-04-30,canonical
candle,TRUMP,2026-05-01,canonical
candle,TRUMP,2026-05-02,canonical
candle,TRUMP,2026-05-03,canonical
candle,TRUMP,2026-05-04,canonical
candle,TRUMP,2026-05-05,canonical
candle,TRUMP,2026-05-06,canonical
candle,TRUMP,2026-05-07,canonical
candle,TRUMP,2026-05-08,canonical
candle,TRUMP,2026-05-09,canonical
candle,TRUMP,2026-05-10,canonical
candle,TRUMP,2026-05-11,canonical
candle,TRUMP,2026-05-12,canonical
candle,TRUMP,2026-05-13,canonical
candle,TRUMP,2026-05-14,canonical
candle,TSLA,2026-04-30,canonical
candle,TSLA,2026-05-01,canonical
candle,TSLA,2026-05-02,canonical
candle,TSLA,2026-05-03,canonical
candle,TSLA,2026-05-04,canonical
candle,TSLA,2026-05-05,canonical
candle,TSLA,2026-05-06,canonical
candle,TSLA,2026-05-07,canonical
candle,TSLA,2026-05-08,canonical
candle,TSLA,2026-05-09,canonical
candle,TSLA,2026-05-10,canonical
candle,TSLA,2026-05-11,canonical
candle,TSLA,2026-05-12,canonical
candle,TSLA,2026-05-13,canonical
candle,TSLA,2026-05-14,canonical
candle,UNI,2026-04-30,canonical
candle,UNI,2026-05-01,canonical
candle,UNI,2026-05-02,canonical
candle,UNI,2026-05-03,canonical
candle,UNI,2026-05-04,canonical
candle,UNI,2026-05-05,canonical
candle,UNI,2026-05-06,canonical
candle,UNI,2026-05-07,canonical
candle,UNI,2026-05-08,canonical
candle,UNI,2026-05-09,canonical
candle,UNI,2026-05-10,canonical
candle,UNI,2026-05-11,canonical
candle,UNI,2026-05-12,canonical
candle,UNI,2026-05-13,canonical
candle,UNI,2026-05-14,canonical
candle,URNM,2026-04-30,canonical
candle,URNM,2026-05-01,canonical
candle,URNM,2026-05-02,canonical
candle,URNM,2026-05-03,canonical
candle,URNM,2026-05-04,canonical
candle,URNM,2026-05-05,canonical
candle,URNM,2026-05-06,canonical
candle,URNM,2026-05-07,canonical
candle,URNM,2026-05-08,canonical
candle,URNM,2026-05-09,canonical
candle,URNM,2026-05-10,canonical
candle,URNM,2026-05-11,canonical
candle,URNM,2026-05-12,canonical
candle,URNM,2026-05-13,canonical
candle,URNM,2026-05-14,canonical
candle,USDJPY,2026-04-30,canonical
candle,USDJPY,2026-05-01,canonical
candle,USDJPY,2026-05-02,canonical
candle,USDJPY,2026-05-03,canonical
candle,USDJPY,2026-05-04,canonical
candle,USDJPY,2026-05-05,canonical
candle,USDJPY,2026-05-06,canonical
candle,USDJPY,2026-05-07,canonical
candle,USDJPY,2026-05-08,canonical
candle,USDJPY,2026-05-09,canonical
candle,USDJPY,2026-05-10,canonical
candle,USDJPY,2026-05-11,canonical
candle,USDJPY,2026-05-12,canonical
candle,USDJPY,2026-05-13,canonical
candle,USDJPY,2026-05-14,canonical
candle,VIRTUAL,2026-04-30,canonical
candle,VIRTUAL,2026-05-01,canonical
candle,VIRTUAL,2026-05-02,canonical
candle,VIRTUAL,2026-05-03,canonical
candle,VIRTUAL,2026-05-04,canonical
candle,VIRTUAL,2026-05-05,canonical
candle,VIRTUAL,2026-05-06,canonical
candle,VIRTUAL,2026-05-07,canonical
candle,VIRTUAL,2026-05-08,canonical
candle,VIRTUAL,2026-05-09,canonical
candle,VIRTUAL,2026-05-10,canonical
candle,VIRTUAL,2026-05-11,canonical
candle,VIRTUAL,2026-05-12,canonical
candle,VIRTUAL,2026-05-13,canonical
candle,VIRTUAL,2026-05-14,canonical
candle,WIF,2026-04-30,canonical
candle,WIF,2026-05-01,canonical
candle,WIF,2026-05-02,canonical
candle,WIF,2026-05-03,canonical
candle,WIF,2026-05-04,canonical
candle,WIF,2026-05-05,canonical
candle,WIF,2026-05-06,canonical
candle,WIF,2026-05-07,canonical
candle,WIF,2026-05-08,canonical
candle,WIF,2026-05-09,canonical
candle,WIF,2026-05-10,canonical
candle,WIF,2026-05-11,canonical
candle,WIF,2026-05-12,canonical
candle,WIF,2026-05-13,canonical
candle,WIF,2026-05-14,canonical
candle,WLD,2026-04-30,canonical
candle,WLD,2026-05-01,canonical
candle,WLD,2026-05-02,canonical
candle,WLD,2026-05-03,canonical
candle,WLD,2026-05-04,canonical
candle,WLD,2026-05-05,canonical
candle,WLD,2026-05-06,canonical
candle,WLD,2026-05-07,canonical
candle,WLD,2026-05-08,canonical
candle,WLD,2026-05-09,canonical
candle,WLD,2026-05-10,canonical
candle,WLD,2026-05-11,canonical
candle,WLD,2026-05-12,canonical
candle,WLD,2026-05-13,canonical
candle,WLD,2026-05-14,canonical
candle,WLFI,2026-04-30,canonical
candle,WLFI,2026-05-01,canonical
candle,WLFI,2026-05-02,canonical
candle,WLFI,2026-05-03,canonical
candle,WLFI,2026-05-04,canonical
candle,WLFI,2026-05-05,canonical
candle,WLFI,2026-05-06,canonical
candle,WLFI,2026-05-07,canonical
candle,WLFI,2026-05-08,canonical
candle,WLFI,2026-05-09,canonical
candle,WLFI,2026-05-10,canonical
candle,WLFI,2026-05-11,canonical
candle,WLFI,2026-05-12,canonical
candle,WLFI,2026-05-13,canonical
candle,WLFI,2026-05-14,canonical
candle,XAG,2026-04-30,canonical
candle,XAG,2026-05-01,canonical
candle,XAG,2026-05-02,canonical
candle,XAG,2026-05-03,canonical
candle,XAG,2026-05-04,canonical
candle,XAG,2026-05-05,canonical
candle,XAG,2026-05-06,canonical
candle,XAG,2026-05-07,canonical
candle,XAG,2026-05-08,canonical
candle,XAG,2026-05-09,canonical
candle,XAG,2026-05-10,canonical
candle,XAG,2026-05-11,canonical
candle,XAG,2026-05-12,canonical
candle,XAG,2026-05-13,canonical
candle,XAG,2026-05-14,canonical
candle,XAU,2026-04-30,canonical
candle,XAU,2026-05-01,canonical
candle,XAU,2026-05-02,canonical
candle,XAU,2026-05-03,canonical
candle,XAU,2026-05-04,canonical
candle,XAU,2026-05-05,canonical
candle,XAU,2026-05-06,canonical
candle,XAU,2026-05-07,canonical
candle,XAU,2026-05-08,canonical
candle,XAU,2026-05-09,canonical
candle,XAU,2026-05-10,canonical
candle,XAU,2026-05-11,canonical
candle,XAU,2026-05-12,canonical
candle,XAU,2026-05-13,canonical
candle,XAU,2026-05-14,canonical
candle,XMR,2026-04-30,canonical
candle,XMR,2026-05-01,canonical
candle,XMR,2026-05-02,canonical
candle,XMR,2026-05-03,canonical
candle,XMR,2026-05-04,canonical
candle,XMR,2026-05-05,canonical
candle,XMR,2026-05-06,canonical
candle,XMR,2026-05-07,canonical
candle,XMR,2026-05-08,canonical
candle,XMR,2026-05-09,canonical
candle,XMR,2026-05-10,canonical
candle,XMR,2026-05-11,canonical
candle,XMR,2026-05-12,canonical
candle,XMR,2026-05-13,canonical
candle,XMR,2026-05-14,canonical
candle,XPL,2026-04-30,canonical
candle,XPL,2026-05-01,canonical
candle,XPL,2026-05-02,canonical
candle,XPL,2026-05-03,canonical
candle,XPL,2026-05-04,canonical
candle,XPL,2026-05-05,canonical
candle,XPL,2026-05-06,canonical
candle,XPL,2026-05-07,canonical
candle,XPL,2026-05-08,canonical
candle,XPL,2026-05-09,canonical
candle,XPL,2026-05-10,canonical
candle,XPL,2026-05-11,canonical
candle,XPL,2026-05-12,canonical
candle,XPL,2026-05-13,canonical
candle,XPL,2026-05-14,canonical
candle,XRP,2026-04-30,canonical
candle,XRP,2026-05-01,canonical
candle,XRP,2026-05-02,canonical
