symbol,size_usd,horizon,n_windows,n_fillable_with_edge,fillable_frac,slip_median_bps,slip_p90_bps,edge_median_bps,edge_p75_bps,edge_p90_bps,headroom_median_bps,headroom_p75_bps,headroom_p90_bps,frac_positive_headroom,headroom_55_median_bps,headroom_55_p75_bps,headroom_55_p90_bps,frac_pos_acc_55,headroom_575_median_bps,headroom_575_p75_bps,headroom_575_p90_bps,frac_pos_acc_575,headroom_60_median_bps,headroom_60_p75_bps,headroom_60_p90_bps,frac_pos_acc_60
LTC,100000,50,5034,4382,0.875844,7.68878,11.0959,13.9788,27.8685,48.5907,-11.9463,0.790923,21.5061,0.259927,-24.5657,-20.4812,-18.8999,0.000228206,-23.2811,-19.6818,-17.5784,0.00182565,-22.2,-18.8395,-15.8905,0.00456413
LTC,100000,100,5034,4353,0.875844,7.68878,11.0959,19.9925,38.5869,66.0111,-6.31975,11.8048,37.588,0.389387,-23.4993,-19.9024,-17.9532,0.00160809,-21.9822,-18.7144,-15.7155,0.00597289,-20.7391,-17.3201,-12.9588,0.0181484
LTC,100000,500,5034,4083,0.875844,7.68878,11.0959,42.5639,84.3582,146.864,16.2041,54.787,115.393,0.661034,-20.4385,-16.8888,-11.9197,0.0271859,-18.6914,-13.4251,-5.34498,0.0614744,-16.8002,-9.56964,1.46837,0.110948
PENGU,1000,10,4856,4849,1,5.60265,7.75494,10.7009,20.9987,36.3529,-12.5526,-2.23564,13.0722,0.215096,-21.8573,-19.6369,-17.7315,0.000206228,-21.2839,-18.8071,-16.4707,0.000824912,-20.7397,-17.9318,-15.036,0.00185605
PENGU,1000,50,4856,4818,1,5.60265,7.75494,25.4592,47.9433,81.7109,1.97091,24.5823,58.1408,0.530511,-20.3696,-17.4157,-14.2416,0.0041511,-19.1567,-15.3212,-10.6714,0.0141137,-17.9085,-13.0941,-6.88674,0.0394355
PENGU,1000,100,4856,4771,1,5.60265,7.75494,35.9551,69.6098,115.843,12.4989,45.7751,91.2409,0.648711,-19.297,-15.6817,-11.1081,0.0121568,-17.6645,-12.5526,-5.64687,0.0459023,-15.8887,-9.20569,-0.196538,0.0974638
PENGU,1000,500,4856,4437,1,5.60265,7.75494,81.6483,154.249,257.117,58.0418,130.806,232.662,0.826685,-15.1373,-7.78438,2.37019,0.120802,-11.2454,-0.220605,15.362,0.247915,-7.24867,7.56546,28.1956,0.356096
PENGU,10000,10,4856,4846,0.999382,8.63015,12.1689,10.7009,20.9987,36.3529,-18.6158,-9.45058,4.68059,0.135163,-27.6865,-25.4491,-23.7905,0.000206356,-27.0751,-24.7153,-22.8186,0.000206356,-26.4165,-23.969,-21.6545,0.000619067
PENGU,10000,50,4856,4815,0.999382,8.63015,12.1689,25.4592,47.9433,81.7109,-4.36232,17.6397,50.351,0.434683,-26.0476,-23.4863,-21.0249,0.000623053,-24.9029,-21.5357,-17.7025,0.00353063,-23.7867,-19.5862,-14.1937,0.0134995
PENGU,10000,100,4856,4768,0.999382,8.63015,12.1689,35.9551,69.6098,115.843,6.40383,38.9012,83.7014,0.572567,-25.0082,-21.9161,-18.1686,0.00440436,-23.3861,-19.0246,-13.0933,0.0174077,-21.8132,-15.8967,-7.72245,0.045302
PENGU,10000,500,4856,4434,0.999382,8.63015,12.1689,81.6483,154.249,257.117,51.1084,122.774,224.81,0.788904,-21.0208,-14.2826,-5.07773,0.063825,-17.319,-7.02654,7.46576,0.156518,-13.3481,0.460821,19.9378,0.256428
PENGU,100000,10,4856,0,0,16.7554,31.5647,10.7009,20.9987,36.3529,,,,,,,,,,,,,,,,
PENGU,100000,50,4856,0,0,16.7554,31.5647,25.4592,47.9433,81.7109,,,,,,,,,,,,,,,,
PENGU,100000,100,4856,0,0,16.7554,31.5647,35.9551,69.6098,115.843,,,,,,,,,,,,,,,,
PENGU,100000,500,4856,0,0,16.7554,31.5647,81.6483,154.249,257.117,,,,,,,,,,,,,,,,
PUMP,1000,10,5356,5346,1,3.27181,6.58964,13.3981,26.1952,40.5397,-6.25618,6.79525,21.6803,0.356715,-16.8817,-14.8553,-13.2091,0.000935279,-16.2966,-13.9412,-11.7433,0.00243172,-15.758,-12.9308,-9.94089,0.00748223
PUMP,1000,50,5356,5309,1,3.27181,6.58964,30.7063,57.8036,95.7365,10.9358,38.365,75.6284,0.660953,-15.354,-12.4232,-8.6,0.0122434,-14.0256,-9.75966,-4.14919,0.0470898,-12.6931,-7.01125,0.311114,0.103033
PUMP,1000,100,5356,5271,1,3.27181,6.58964,44.8431,84.4427,134.323,25.3249,64.887,115.426,0.752988,-14.1999,-10.1445,-5.06406,0.0381332,-12.2425,-6.18048,1.23549,0.118384,-10.0319,-2.05768,7.81874,0.207171
PUMP,1000,500,5356,4937,1,3.27181,6.58964,100.503,188.463,289.785,80.8181,169.17,270.658,0.886571,-9.25851,-0.29861,10.3166,0.243063,-4.43126,8.9732,24.9546,0.402471,0.506125,18.3253,39.3015,0.510634
PUMP,10000,10,5356,5346,1,5.53302,8.43416,13.3981,26.1952,40.5397,-9.99062,2.4293,17.1373,0.286382,-21.4407,-19.1733,-17.4346,0.000374111,-20.7378,-18.2726,-15.8627,0.00112233,-20.0887,-17.2537,-14.1515,0.00430228
PUMP,10000,50,5356,5309,1,5.53302,8.43416,30.7063,57.8036,95.7365,6.91164,34.1431,71.1523,0.600866,-19.6975,-16.6611,-12.9595,0.00489734,-18.3389,-14.0828,-8.48145,0.0226031,-16.9035,-11.4021,-3.90042,0.0597099
PUMP,10000,100,5356,5271,1,5.53302,8.43416,44.8431,84.4427,134.323,21.1957,60.6549,110.853,0.708404,-18.4742,-14.4837,-9.49191,0.0195409,-16.3744,-10.5281,-3.1614,0.0690571,-14.2082,-6.42721,3.18525,0.135268
PUMP,10000,500,5356,4937,1,5.53302,8.43416,100.503,188.463,289.785,76.8798,163.629,266.607,0.863885,-13.482,-4.64682,6.13199,0.171764,-8.53865,4.51868,20.2645,0.324489,-3.47878,13.871,34.7901,0.431639
PUMP,100000,10,5356,4252,0.79537,16.0791,22.3591,13.3981,26.1952,40.5397,-29.9216,-18.3513,-4.83856,0.0731421,-41.5337,-37.7697,-35.1863,0.000235183,-40.707,-36.9367,-34.121,0.000235183,-39.8672,-36.0332,-32.9593,0.000235183
PUMP,100000,50,5356,4220,0.79537,16.0791,22.3591,30.7063,57.8036,95.7365,-13.2761,12.5614,48.7419,0.350948,-39.3682,-35.3495,-32.0903,0.000236967,-37.8048,-33.2295,-28.4714,0.000947867,-36.381,-30.9366,-24.2973,0.0049763
PUMP,100000,100,5356,4190,0.79537,16.0791,22.3591,44.8431,84.4427,134.323,-0.25548,37.0834,84.8957,0.497136,-37.8902,-33.4776,-29.1709,0.000954654,-35.9133,-30.1373,-23.7011,0.0052506,-34.1119,-26.5817,-17.7353,0.0183771
PUMP,100000,500,5356,3929,0.79537,16.0791,22.3591,100.503,188.463,289.785,54.2476,139.476,243.589,0.747518,-33.1673,-24.8379,-14.1308,0.0272334,-28.6111,-15.8793,-0.418855,0.0984983,-23.8493,-7.16605,13.8335,0.186561
SOL,1000,10,10187,10183,1,0.58483,1.65974,5.64302,10.6895,17.3426,-7.92852,-2.87659,3.76334,0.163704,-12.6322,-12.1146,-11.4921,9.82029e-05,-12.4366,-11.6789,-10.7206,9.82029e-05,-12.2161,-11.2318,-9.90936,0.000785623
SOL,1000,50,10187,10146,1,0.58483,1.65974,12.9761,24.7051,40.1357,-0.626384,10.9647,26.3311,0.48216,-12.074,-10.9415,-9.38562,0.00137985,-11.4927,-9.78791,-7.49562,0.00689927,-10.8785,-8.59856,-5.53807,0.0203036
SOL,1000,100,10187,10096,1,0.58483,1.65974,18.1574,34.5847,56.8361,4.54008,20.8823,42.9723,0.608063,-11.5985,-10.0082,-7.88312,0.0054477,-10.746,-8.34605,-5.17423,0.026248,-9.88616,-6.65804,-2.33198,0.062599
SOL,1000,500,10187,9762,1,0.58483,1.65974,39.9168,76.0102,127.034,26.1927,62.1956,112.975,0.803217,-9.50522,-6.00864,-1.0475,0.0817455,-7.53081,-2.24566,5.26224,0.190023,-5.58487,1.53568,11.6463,0.289797
SOL,10000,10,10187,10183,1,0.822436,2.1894,5.64302,10.6895,17.3426,-8.45094,-3.4168,3.2688,0.15192,-13.0298,-12.3261,-11.6778,0,-12.7871,-11.9592,-10.9873,0,-12.5671,-11.5453,-10.2468,0.000392812
SOL,10000,50,10187,10146,1,0.822436,2.1894,12.9761,24.7051,40.1357,-1.15759,10.3512,25.7494,0.466982,-12.4487,-11.2642,-9.72974,0.00128129,-11.9363,-10.1952,-7.84791,0.00551942,-11.3232,-9.06642,-5.90133,0.0180367
SOL,10000,100,10187,10096,1,0.822436,2.1894,18.1574,34.5847,56.8361,4.02091,20.3547,42.0457,0.593007,-11.9999,-10.4119,-8.25835,0.00515055,-11.1788,-8.82829,-5.55455,0.0235737,-10.3109,-7.16128,-2.83005,0.0567552
SOL,10000,500,10187,9762,1,0.822436,2.1894,39.9168,76.0102,127.034,25.7117,61.8205,112.438,0.796046,-9.99884,-6.48313,-1.5087,0.0749846,-7.98138,-2.74145,4.71153,0.177935,-6.04774,0.983177,11.053,0.273919
SOL,100000,10,10187,9988,0.980858,2.77377,4.034,5.64302,10.6895,17.3426,-11.6385,-6.79159,-0.735234,0.092511,-16.7521,-15.4753,-14.2001,0,-16.4081,-15.037,-13.6668,0,-16.0717,-14.5749,-13.0815,0
SOL,100000,50,10187,9951,0.980858,2.77377,4.034,12.9761,24.7051,40.1357,-4.38589,6.91187,21.8641,0.381972,-15.8839,-14.2807,-12.7828,0.00040197,-15.1543,-13.2284,-11.2499,0.00160788,-14.5199,-12.1844,-9.44952,0.00562758
SOL,100000,100,10187,9901,0.980858,2.77377,4.034,18.1574,34.5847,56.8361,0.691459,16.8889,38.0228,0.516917,-15.304,-13.4746,-11.5815,0.001313,-14.3389,-12.0435,-9.1603,0.00807999,-13.4454,-10.4911,-6.59675,0.027573
SOL,100000,500,10187,9568,0.980858,2.77377,4.034,39.9168,76.0102,127.034,22.3888,58.1097,107.966,0.756375,-13.1053,-9.78066,-5.14975,0.0348035,-11.2328,-6.18717,0.875453,0.112354,-9.28854,-2.54009,7.10672,0.197952
SUI,1000,10,5207,5197,0.999424,2.90849,4.16238,8.35929,17.125,29.2626,-9.32669,-1.03049,11.0505,0.22994,-16.7568,-15.5991,-14.2007,0,-16.3297,-14.908,-12.9936,0.00115451,-15.8847,-14.1879,-11.748,0.00500289
SUI,1000,50,5207,5164,0.999424,2.90849,4.16238,19.2718,37.97,65.7755,1.34315,19.7246,47.3486,0.525562,-15.7018,-13.7871,-11.2569,0.00503486,-14.7718,-12.0952,-8.25841,0.0178156,-13.8542,-10.3035,-5.03987,0.045701
SUI,1000,100,5207,5124,0.999424,2.90849,4.16238,27.0768,52.9541,89.0389,9.08908,34.2096,70.3543,0.646175,-14.9087,-12.453,-8.97815,0.0161983,-13.605,-9.95546,-4.73147,0.049961,-12.3201,-7.42533,-0.273847,0.0954333
SUI,1000,500,5207,4790,0.999424,2.90849,4.16238,58.6808,115.499,201.511,40.9859,96.9482,182.659,0.826096,-11.7949,-6.34751,1.99472,0.125887,-8.95691,-0.712792,12.1268,0.237578,-6.04626,4.97706,21.9625,0.33215
SUI,10000,10,5207,5194,0.998848,3.8495,5.16519,8.35929,17.125,29.2626,-10.8396,-3.04009,8.90579,0.195803,-18.3961,-16.9317,-15.77,0,-17.819,-16.3003,-14.9007,0.00057759,-17.3607,-15.6364,-13.7746,0.00173277
SUI,10000,50,5207,5161,0.998848,3.8495,5.16519,19.2718,37.97,65.7755,-0.256046,17.9481,45.2977,0.494672,-17.1308,-15.3731,-13.2082,0.00329394,-16.1958,-13.74,-10.2214,0.0106568,-15.3322,-12.0243,-7.09205,0.0302267
SUI,10000,100,5207,5121,0.998848,3.8495,5.16519,27.0768,52.9541,89.0389,7.62929,32.9122,68.2433,0.621754,-16.357,-14.1235,-11.0169,0.00995899,-15.0841,-11.706,-6.86484,0.0357352,-13.7813,-9.12172,-2.50596,0.0759617
SUI,10000,500,5207,4787,0.998848,3.8495,5.16519,58.6808,115.499,201.511,39.1527,95.1141,180.93,0.809484,-13.3392,-8.18522,-0.0269257,0.100063,-10.498,-2.45439,9.75971,0.206601,-7.57874,3.21076,19.9948,0.297055
SUI,100000,10,5207,2504,0.481467,7.13835,9.43894,8.35929,17.125,29.2626,-15.052,-8.83636,1.09233,0.108227,-20.7428,-19.4886,-18.6852,0,-20.4137,-19.1413,-18.099,0,-20.1244,-18.6786,-17.4033,0
SUI,100000,50,5207,2494,0.481467,7.13835,9.43894,19.2718,37.97,65.7755,-6.51311,9.21233,31.3435,0.372895,-20.1086,-18.5688,-16.9718,0.000801925,-19.4132,-17.5489,-15.097,0.00240577,-18.7403,-16.2346,-12.8569,0.00882117
SUI,100000,100,5207,2486,0.481467,7.13835,9.43894,27.0768,52.9541,89.0389,1.07835,22.3085,51.401,0.522526,-19.4258,-17.5246,-15.3555,0.00402253,-18.4331,-15.81,-12.022,0.00965406,-17.3555,-13.8423,-8.56992,0.0265487
SUI,100000,500,5207,2386,0.481467,7.13835,9.43894,58.6808,115.499,201.511,29.433,78.0216,148.258,0.762364,-16.9047,-12.9348,-6.83046,0.0465214,-14.3807,-8.09155,1.15145,0.112741,-11.9325,-3.12025,9.79951,0.197821
UNI,1000,10,4640,4633,1,4.19065,5.62114,8.67428,17.5173,29.9671,-11.7543,-2.78698,9.46074,0.201166,-19.3335,-17.8751,-16.3946,0.000215843,-18.8429,-17.1988,-15.1436,0.00107921,-18.3271,-16.4861,-13.919,0.00323764
UNI,1000,50,4640,4600,1,4.19065,5.62114,18.8682,37.852,66.0873,-1.4979,17.3736,45.3853,0.472391,-18.2125,-16.217,-13.2693,0.00456522,-17.3151,-14.5205,-10.2495,0.0208696,-16.4248,-12.6691,-7.11716,0.0423913
UNI,1000,100,4640,4561,1,4.19065,5.62114,27.2196,53.6448,92.7069,6.53569,32.9657,71.9003,0.606665,-17.4462,-14.7174,-10.8784,0.014909,-16.1601,-12.1643,-6.54731,0.0425345,-14.7535,-9.61457,-2.09249,0.0813418
UNI,1000,500,4640,4227,1,4.19065,5.62114,57.9858,114.098,214.508,37.5914,93.4644,194.385,0.789449,-14.5271,-8.82747,0.749074,0.106695,-11.6216,-3.41201,11.4919,0.200615,-8.7779,2.30457,22.153,0.289567
UNI,10000,10,4640,4633,1,5.18611,7.05251,8.67428,17.5173,29.9671,-13.5439,-5.05719,6.79469,0.166415,-21.0781,-19.3711,-17.982,0.000215843,-20.5056,-18.6894,-17.1362,0.000647529,-20.022,-18.043,-16.0842,0.00237427
UNI,10000,50,4640,4600,1,5.18611,7.05251,18.8682,37.852,66.0873,-3.44846,15.0784,42.7744,0.436087,-19.8509,-17.8178,-15.4071,0.0026087,-18.9459,-16.4405,-12.5653,0.0128261,-18.0521,-14.7003,-9.64161,0.0317391
UNI,10000,100,4640,4561,1,5.18611,7.05251,27.2196,53.6448,92.7069,4.89695,30.6444,69.2794,0.577943,-19.0499,-16.5581,-13.2351,0.0109625,-17.7783,-14.2808,-8.85086,0.0295988,-16.5411,-11.7935,-4.46472,0.063144
UNI,10000,500,4640,4227,1,5.18611,7.05251,57.9858,114.098,214.508,35.4546,91.6493,190.829,0.775727,-16.142,-11.0066,-2.07758,0.0854034,-13.3083,-5.54574,8.51741,0.172936,-10.6073,0.187845,19.1892,0.252661
UNI,100000,10,4640,3601,0.776724,10.6172,17.7037,8.67428,17.5173,29.9671,-20.0478,-13.2602,-4.15358,0.0710914,-29.8604,-23.0004,-21.5804,0,-28.8982,-22.6791,-21.1159,0,-27.8217,-22.3094,-20.6263,0
UNI,100000,50,4640,3576,0.776724,10.6172,17.7037,18.8682,37.852,66.0873,-12.0145,3.48829,26.8102,0.289709,-27.4445,-22.044,-20.4334,0.000559284,-25.5389,-21.2049,-18.9252,0.00111857,-24.2107,-20.2496,-16.9519,0.00615213
UNI,100000,100,4640,3544,0.776724,10.6172,17.7037,27.2196,53.6448,92.7069,-4.353,18.0187,52.3246,0.429458,-25.8077,-21.4997,-19.4078,0.00225734,-23.6036,-20.1435,-16.8496,0.00733634,-22.4801,-18.4577,-13.7773,0.0174944
UNI,100000,500,4640,3316,0.776724,10.6172,17.7037,57.9858,114.098,214.508,23.2851,74.0727,160.321,0.691496,-21.856,-17.7039,-11.7895,0.0346803,-19.8084,-13.4823,-3.21808,0.0808203,-17.4974,-9.05598,6.00148,0.140531
WLFI,1000,10,4835,4823,1,7.55487,11.46,8.7604,19.4427,33.2691,-17.5819,-7.8571,6.00486,0.146175,-25.7634,-22.8853,-20.3885,0.00041468,-25.1712,-22.1134,-19.4373,0.00145138,-24.5836,-21.3478,-18.3507,0.0031101
WLFI,1000,50,4835,4791,1,7.55487,11.46,21.9058,41.8265,73.35,-5.06279,14.3024,45.5673,0.413484,-24.3346,-20.9772,-17.5035,0.00292215,-23.1816,-19.3226,-14.8029,0.0114799,-22.124,-17.5036,-11.8654,0.0225423
WLFI,1000,100,4835,4754,1,7.55487,11.46,31.4862,60.2843,102.17,4.26666,32.744,74.4686,0.547539,-23.3868,-19.429,-15.1488,0.00799327,-21.8459,-17.0107,-10.574,0.0290282,-20.3675,-14.4358,-5.77881,0.0576357
WLFI,1000,500,4835,4420,1,7.55487,11.46,68.9766,133.72,236.518,41.3415,106.1,209.083,0.76086,-19.8964,-13.0644,-3.46218,0.0719457,-16.6749,-6.99616,8.27431,0.160181,-13.4899,-0.648196,20.2915,0.242986
WLFI,10000,10,4835,4823,1,12.2603,15.4032,8.7604,19.4427,33.2691,-26.2782,-17.2604,-3.93495,0.0758864,-35.0446,-32.274,-29.7751,0,-34.4216,-31.4917,-28.7803,0.00041468,-33.9116,-30.6055,-27.7008,0.000622019
WLFI,10000,50,4835,4791,1,12.2603,15.4032,21.9058,41.8265,73.35,-14.0701,5.39393,35.8159,0.302442,-33.6018,-30.3068,-27.0689,0.000208725,-32.3758,-28.5244,-24.3032,0.00354832,-31.2552,-26.7903,-21.2668,0.0100188
WLFI,10000,100,4835,4754,1,12.2603,15.4032,31.4862,60.2843,102.17,-4.5371,23.2424,64.3442,0.447413,-32.6612,-28.8185,-24.7233,0.00336559,-30.975,-26.4011,-20.239,0.00967606,-29.3854,-23.7696,-15.6926,0.0241902
WLFI,10000,500,4835,4420,1,12.2603,15.4032,68.9766,133.72,236.518,32.8372,96.0041,198.567,0.704072,-29.0057,-22.3596,-12.8923,0.0319005,-25.5776,-15.9984,-1.48533,0.0925339,-22.3452,-9.57819,10.1257,0.154525
WLFI,100000,10,4835,2312,0.479421,38.4209,52.2532,8.7604,19.4427,33.2691,-66.229,-55.4095,-46.0846,0.00432526,-73.3981,-65.524,-58.6249,0,-73.0107,-64.9896,-58.2861,0,-72.5178,-64.3995,-57.8177,0
WLFI,100000,50,4835,2304,0.479421,38.4209,52.2532,21.9058,41.8265,73.35,-55.0393,-39.1462,-20.2349,0.046441,-71.9038,-64.1314,-57.1775,0,-70.9298,-62.9554,-56.122,0,-69.7794,-61.5376,-54.8164,0
WLFI,100000,100,4835,2291,0.479421,38.4209,52.2532,31.4862,60.2843,102.17,-48.0575,-26.3268,2.70374,0.10694,-71.0682,-62.6837,-56.1286,0,-69.377,-61.0125,-54.1566,0,-67.8607,-59.2511,-52.3966,0.00174596
WLFI,100000,500,4835,2172,0.479421,38.4209,52.2532,68.9766,133.72,236.518,-17.7947,31.2846,98.2961,0.390884,-67.0986,-58.3392,-50.5448,0.00138122,-64.5314,-54.1106,-44.4397,0.00552486,-61.6396,-49.8248,-36.8908,0.0138122
XPL,1000,10,4692,4685,1,10.0993,15.326,14.9365,28.8323,47.4684,-17.1908,-4.34594,13.1057,0.191462,-30.234,-26.8338,-23.9991,0,-29.2994,-25.6804,-22.6189,0.000426894,-28.3892,-24.5946,-21.1331,0.00170758
XPL,1000,50,4692,4646,1,10.0993,15.326,32.4062,62.3967,103.576,0.107788,28.7874,68.9732,0.500646,-28.1638,-24.1532,-20.3655,0.00215239,-26.4599,-21.8235,-16.0662,0.0109772,-24.8546,-19.3132,-11.9076,0.0286268
XPL,1000,100,4692,4602,1,10.0993,15.326,46.6074,87.3888,147.799,13.7795,53.2412,113.593,0.629944,-26.8106,-22.0594,-17.3147,0.00890917,-24.5931,-18.427,-10.8845,0.031508,-22.3676,-14.5536,-4.07268,0.0706215
XPL,1000,500,4692,4268,1,10.0993,15.326,100.796,193.714,327.883,68.8096,158.616,293.289,0.815136,-21.2782,-13.082,-1.33559,0.0911434,-16.4953,-4.09171,14.9217,0.202905,-11.4866,5.55407,31.076,0.310918
XPL,10000,10,4692,4685,1,11.6686,17.5114,14.9365,28.8323,47.4684,-20.1309,-8.26951,9.10046,0.160939,-33.2846,-29.2648,-26.7361,0,-32.3301,-28.2911,-25.5159,0.000426894,-31.4688,-27.4184,-24.1914,0.000853789
XPL,10000,50,4692,4646,1,11.6686,17.5114,32.4062,62.3967,103.576,-3.48863,24.8762,64.0778,0.46427,-31.2214,-27.0902,-23.5817,0.00129143,-29.3836,-24.8685,-19.7444,0.00688765,-27.8571,-22.4393,-15.3995,0.0195867
XPL,10000,100,4692,4602,1,11.6686,17.5114,46.6074,87.3888,147.799,9.95138,49.6327,108.836,0.598653,-29.6451,-25.2243,-20.8883,0.00543242,-27.336,-21.8755,-14.7965,0.0210778,-25.4076,-18.1773,-8.14723,0.0501956
XPL,10000,500,4692,4268,1,11.6686,17.5114,100.796,193.714,327.883,64.598,155.126,289.112,0.800375,-24.6346,-16.5043,-4.909,0.0702905,-19.9241,-7.68653,10.7335,0.165886,-14.9725,1.61944,26.5924,0.269447
XPL,100000,10,4692,4119,0.879156,27.56,52.4856,14.9365,28.8323,47.4684,-45.4007,-32.7613,-20.2662,0.0288905,-62.6937,-45.2962,-42.3913,0,-61.6859,-44.7344,-41.5803,0,-60.7165,-44.142,-40.6742,0
XPL,100000,50,4692,4084,0.879156,27.56,52.4856,32.4062,62.3967,103.576,-32.6075,-6.85327,26.896,0.201518,-60.1492,-43.9124,-40.3806,0.000244858,-57.9537,-42.7656,-38.4295,0.000244858,-55.753,-41.5573,-35.9838,0.00195886
XPL,100000,100,4692,4045,0.879156,27.56,52.4856,46.6074,87.3888,147.799,-20.9437,14.0081,62.676,0.332015,-58.0126,-43.1082,-39.0399,0.000247219,-54.7617,-41.2687,-35.7395,0.00148331,-51.3159,-39.1718,-32.0238,0.00444994
XPL,100000,500,4692,3747,0.879156,27.56,52.4856,100.796,193.714,327.883,31.0716,112.494,231.183,0.63384,-48.5178,-37.6686,-29.4101,0.00827329,-43.9005,-32.1761,-18.7527,0.0389645,-40.8803,-25.4219,-6.44103,0.0771284
XRP,1000,10,7396,7386,1,1.49585,2.73293,5.59839,11.0063,19.1279,-9.32175,-4.13456,3.58177,0.147306,-14.2716,-13.0889,-12.2097,0,-13.917,-12.6391,-11.6428,0,-13.6172,-12.2873,-10.9315,0.000812348
XRP,1000,50,7396,7351,1,1.49585,2.73293,12.7607,24.9966,42.1373,-2.13247,9.79199,26.6763,0.437628,-13.4709,-12.041,-10.471,0.00122432,-12.8078,-11.0019,-8.67833,0.0072099,-12.2092,-9.8932,-6.69538,0.0209495
XRP,1000,100,7396,7307,1,1.49585,2.73293,18.7333,36.0617,59.9367,3.54886,20.7417,44.6977,0.576981,-12.8616,-11.172,-8.91298,0.00697961,-12.0158,-9.54344,-6.12058,0.0236759,-11.1886,-7.85582,-3.25849,0.0574791
XRP,1000,500,7396,6973,1,1.49585,2.73293,40.5406,79.0151,134.545,25.6096,63.6192,119.476,0.787896,-10.896,-7.20651,-1.81047,0.0732827,-8.86966,-3.34191,4.77837,0.166499,-6.81954,0.646227,11.5434,0.263445
XRP,10000,10,7396,7385,0.999865,2.33886,3.56491,5.59839,11.0063,19.1279,-11.0844,-5.88528,1.7089,0.120379,-15.9484,-14.8911,-13.939,0,-15.6139,-14.504,-13.3245,0,-15.3099,-14.0455,-12.7016,0.000541638
XRP,10000,50,7396,7350,0.999865,2.33886,3.56491,12.7607,24.9966,42.1373,-3.8847,7.97271,25.0558,0.401088,-15.1398,-13.7899,-12.2327,0.000544218,-14.4938,-12.7283,-10.4333,0.00312925,-13.8821,-11.5688,-8.50406,0.0134694
XRP,10000,100,7396,7306,0.999865,2.33886,3.56491,18.7333,36.0617,59.9367,1.81523,18.9756,42.8818,0.539009,-14.5535,-12.8645,-10.7626,0.00451684,-13.6781,-11.2725,-7.99001,0.0165617,-12.8058,-9.54906,-4.95835,0.0405146
XRP,10000,500,7396,6972,0.999865,2.33886,3.56491,40.5406,79.0151,134.545,23.9225,62.0666,117.292,0.764056,-12.549,-8.87696,-3.81012,0.052926,-10.5394,-4.97283,2.66828,0.136259,-8.53697,-1.12176,9.28331,0.225904
XRP,100000,10,7396,5744,0.777853,4.47198,6.15443,5.59839,11.0063,19.1279,-14.2945,-9.205,-2.2866,0.0781685,-19.7992,-17.1413,-15.7691,0,-19.4151,-16.7701,-15.3738,0,-19.031,-16.3977,-14.9109,0.000174095
XRP,100000,50,7396,5716,0.777853,4.47198,6.15443,12.7607,24.9966,42.1373,-7.05245,4.36626,19.7384,0.326627,-18.6985,-16.1987,-14.7146,0.000524843,-17.7927,-15.3626,-13.3768,0.000874738,-16.9513,-14.4201,-11.7539,0.00437369
XRP,100000,100,7396,5681,0.777853,4.47198,6.15443,18.7333,36.0617,59.9367,-1.29437,14.9554,37.0055,0.47298,-17.9602,-15.4823,-13.4989,0.00105615,-16.804,-14.1769,-11.1548,0.00844922,-15.8098,-12.7297,-8.69543,0.0197148
XRP,100000,500,7396,5429,0.777853,4.47198,6.15443,40.5406,79.0151,134.545,20.1261,57.1863,111.979,0.724995,-15.5018,-11.9605,-7.12135,0.0327869,-13.6996,-8.39334,-0.966859,0.091177,-11.7922,-4.55585,5.5325,0.16154
