symbol,horizon,offset_bps,n_windows,fill_rate_bid,fill_rate_ask,fill_rate_either,mean_pnl_bid_filled,median_pnl_bid_filled,q25_pnl_bid_filled,q75_pnl_bid_filled,mean_pnl_ask_filled,median_pnl_ask_filled,q25_pnl_ask_filled,q75_pnl_ask_filled,mean_pnl_either_filled,median_pnl_either_filled,unconditional_maker_pnl_bps,model_accuracy_breakeven
LDO,50,2,4532,0.664828,0.655119,0.954766,-11.8987,-10.0757,-30.8813,8.35088,-10.6149,-9.7593,-30.7355,10.097,-11.2615,-9.92541,-10.4323,0.366803
LDO,50,5,4532,0.605693,0.584731,0.915931,-11.4765,-9.97677,-31.0347,8.44301,-11.2349,-9.61374,-30.8181,9.22491,-11.3578,-9.83664,-9.7603,0.367932
LDO,100,1,4495,0.777753,0.773749,0.993548,-12.3392,-11.1421,-39.0283,14.1366,-9.46949,-7.99564,-35.6736,18.8001,-10.908,-9.55412,-11.4619,0.362487
LDO,100,2,4495,0.757063,0.747942,0.988209,-12.5286,-11.4225,-39.482,14.0049,-9.8226,-8.28731,-35.9448,18.71,-11.1838,-9.90481,-11.4158,0.365878
LDO,100,5,4495,0.713459,0.690323,0.974638,-11.8894,-10.4749,-38.889,14.7761,-10.1731,-7.92429,-36.7132,18.665,-11.0454,-9.45584,-10.7527,0.364197
LDO,500,1,4161,0.900264,0.890411,0.997116,-16.7662,-14.1242,-74.6843,45.7148,-6.57121,-5.5719,-68.1538,55.804,-11.6967,-9.5359,-13.4725,0.371759
LDO,500,2,4161,0.887527,0.878875,0.997116,-16.9889,-14.5026,-74.7806,44.9422,-7.03266,-5.30964,-68.1717,54.4367,-12.0352,-9.87212,-13.6295,0.375365
LDO,500,5,4161,0.865417,0.85268,0.996876,-17.0094,-15.1757,-74.4387,44.7188,-7.30144,-4.94864,-67.3346,52.5772,-12.1914,-9.8116,-13.473,0.376962
LINK,10,1,4855,0.534295,0.539238,0.886715,-5.04372,-4.73706,-12.287,2.99949,-5.32123,-4.44941,-12.4945,2.98822,-5.18311,-4.6123,-5.78212,0.210599
LINK,10,2,4855,0.480536,0.480536,0.826159,-4.96737,-4.69936,-12.4133,3.10073,-5.30625,-4.2712,-12.5932,3.02189,-5.13681,-4.52305,-5.46842,0.20799
LINK,10,5,4855,0.355098,0.356952,0.658084,-4.46865,-4.37316,-12.8343,3.92848,-5.28612,-3.87413,-12.6501,3.72514,-4.87845,-4.12411,-4.73685,0.192525
LINK,50,1,4832,0.775455,0.770075,0.994619,-6.40031,-6.22867,-22.8483,10.6416,-6.25111,-5.39469,-22.541,11.508,-6.32597,-5.82206,-7.88849,0.262882
LINK,50,2,4832,0.745861,0.736755,0.990066,-6.43515,-6.04535,-22.8997,10.2232,-6.23094,-5.48752,-22.2857,11.4827,-6.33367,-5.80088,-7.6952,0.263171
LINK,50,5,4832,0.66101,0.647351,0.965439,-6.38393,-6.01751,-23.1709,10.5732,-6.55899,-5.926,-22.1229,11.2288,-6.47054,-5.99346,-7.2329,0.26818
LINK,100,1,4790,0.838205,0.836117,0.996868,-7.32266,-6.62649,-32.1455,17.0835,-5.72957,-5.0623,-28.4483,18.9262,-6.52711,-5.81955,-8.46424,0.270189
LINK,100,2,4790,0.818998,0.812944,0.996242,-7.30972,-6.31658,-31.6931,17.0531,-5.74011,-5.31227,-28.5023,18.8727,-6.52783,-5.8364,-8.32652,0.270215
LINK,100,5,4790,0.758664,0.745511,0.991649,-7.17412,-6.35069,-31.188,17.2573,-6.07315,-5.49484,-29.0478,18.3307,-6.62845,-5.80749,-7.98517,0.273703
LINK,500,1,4456,0.930655,0.928187,0.997307,-8.64311,-6.939,-60.4764,42.9218,-3.83066,-3.52962,-53.5926,46.9123,-6.24008,-5.11902,-8.79966,0.259619
LINK,500,2,4456,0.923474,0.92123,0.997307,-8.35402,-6.55282,-59.9495,43.1269,-3.31009,-2.92148,-52.9684,47.1298,-5.83512,-4.68717,-8.38203,0.242936
LINK,500,5,4456,0.897217,0.892056,0.997307,-8.27012,-6.10891,-58.8831,42.7133,-3.30625,-2.57857,-52.4875,47.285,-5.79535,-4.65406,-8.18473,0.241172
LTC,10,1,5028,0.417462,0.419053,0.738266,-6.27214,-5.24896,-12.5351,1.0001,-5.94517,-4.73281,-12.3819,0.9999,-6.10835,-4.97372,-5.55486,0.254434
LTC,10,2,5028,0.363962,0.372116,0.665871,-6.26308,-5.34214,-12.8045,2.0004,-5.86477,-4.95392,-12.768,1.9996,-6.06172,-5.18624,-5.23095,0.252546
LTC,10,5,5028,0.260342,0.262132,0.493238,-6.24849,-5.00107,-13.2583,2.38236,-5.78712,-4.7437,-12.812,3.04033,-6.01701,-4.82559,-4.57187,0.250707
LTC,50,1,4996,0.692754,0.689752,0.967174,-7.42424,-6.31164,-20.7807,6.30229,-6.36669,-5.32398,-18.9179,7.66967,-6.89662,-5.87345,-7.76731,0.282502
LTC,50,2,4996,0.653122,0.651321,0.951161,-7.58991,-6.19412,-20.6554,6.04594,-6.5141,-5.43237,-19.3118,7.60674,-7.05275,-5.82589,-7.59996,0.287317
LTC,50,5,4996,0.561849,0.552642,0.882306,-7.57161,-6.12653,-20.5153,6.31939,-6.81505,-5.36136,-20.189,8.18299,-7.19646,-5.88416,-7.01019,0.291564
LTC,100,1,4963,0.780576,0.777755,0.989724,-8.73599,-6.57498,-26.7698,11.3867,-5.35436,-5.24005,-24.2779,14.1014,-7.04824,-6.16426,-8.49174,0.287181
LTC,100,2,4963,0.74995,0.747532,0.982873,-8.81016,-6.75984,-26.9906,11.1721,-5.3885,-5.42459,-24.1214,14.4773,-7.10209,-6.02221,-8.31763,0.288795
LTC,100,5,4963,0.677816,0.664719,0.956075,-8.77452,-6.56547,-26.9229,11.3478,-5.87812,-5.42482,-23.9401,13.7153,-7.34045,-5.95948,-7.9274,0.295653
LTC,500,1,4629,0.901923,0.90041,0.997408,-10.0188,-5.7619,-49.9951,33.0484,-4.6468,-5.08438,-44.1115,37.3091,-7.33506,-5.40315,-9.61011,0.295503
LTC,500,2,4629,0.887665,0.888097,0.997192,-10.1419,-5.90476,-50.2768,32.7058,-4.6067,-5.04125,-43.9531,37.1778,-7.37362,-5.39343,-9.54689,0.296572
LTC,500,5,4629,0.853532,0.852236,0.996976,-9.58479,-5.50558,-49.8606,32.3978,-4.36709,-4.47823,-43.4182,36.326,-6.97792,-5.17294,-8.95136,0.285036
PENGU,10,1,4849,0.49701,0.463395,0.8212,-9.61846,-8.8413,-20.5083,1.0001,-8.87058,-7.18929,-18.9894,3.51895,-9.25761,-8.08141,-7.44552,0.337971
PENGU,10,2,4849,0.465044,0.433079,0.783048,-9.40428,-8.54229,-20.61,2.0004,-8.63567,-7.00257,-19.0315,3.89177,-9.03365,-7.89521,-7.05667,0.333954
